first_name;last_name;date_of_birth;year_of_birth;street_address;email;gender;region;campus;entry_level;year_of_entry;year_of_exit;study_lenght;level_of_exit;still_student;level;contratPro;speciality;compta_paymentType;compta_paid;compta_paymentDue;compta_relance
Yoshi;Streader;02/09/1992;1992;32 Canary Street;yoshistreader@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2016;2020;4;M.ENG 1;false;;false;;Comptant;true;0;
Claudia;Buffery;18/07/1995;1995;27854 Jenifer Crossing;claudiabuffery@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2012;2017;5;M.ENG 2;false;;false;;Comptant;true;0;
Lynne;Hamshere;12/04/1985;1985;6587 Arrowood Terrace;lynnehamshere@supinfo.com;Female;Centre-Val de Loire;Distanciel;B.ENG 1;2013;2016;3;B.ENG 3;false;;false;;Comptant;true;0;
Tatum;Breitler;27/12/1979;1979;68 Rigney Court;tatumbreitler@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2007;2013;6;M.ENG 2;false;;false;;Comptant;true;0;
Celinka;Dawid;15/05/1991;1991;621 Pankratz Alley;celinkadawid@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2009;2015;6;M.ENG 2;false;;false;;Comptant;true;0;
Micheline;Grute;01/12/1981;1981;937 Clove Park;michelinegrute@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2006;2009;3;B.ENG 3;false;;false;;Comptant;true;0;
Madelina;Scamaden;29/09/1996;1996;5 1st Place;madelinascamaden@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2013;2014;1;B.ENG 1;false;;false;;Comptant;true;0;
Dewitt;Claypole;14/12/1976;1976;24962 Sachtjen Hill;dewittclaypole@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;1994;1996;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Misha;Prestie;18/07/1986;1986;95 Elmside Circle;mishaprestie@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2004;2005;1;B.ENG 1;false;;false;;Comptant;true;0;
Graehme;Berridge;10/06/1991;1991;84 Hayes Lane;graehmeberridge@supinfo.com;Male;Normandie;Caen;B.ENG 1;2009;2015;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Nadiya;Deboick;04/03/1985;1985;624 Coolidge Alley;nadiyadeboick@supinfo.com;Male;Normandie;Distanciel;B.ENG 1;2008;2014;6;M.ENG 2;false;;false;;Comptant;true;0;
Olin;Whitehorne;08/02/1997;1997;91 Briar Crest Drive;olinwhitehorne@supinfo.com;Female;Normandie;Caen;M.ENG 1;2014;2017;3;M.ENG 2;false;;false;;Comptant;true;0;
Christian;Ivashkov;18/06/1981;1981;83415 Gulseth Terrace;christianivashkov@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2015;2016;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Tilda;Lyffe;24/03/1986;1986;672 Autumn Leaf Hill;tildalyffe@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2010;2013;3;B.ENG 3;false;;false;;Comptant;true;0;
Anthe;Morville;29/01/1980;1980;4 Independence Terrace;anthemorville@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2004;2009;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Cathrin;Dederich;22/03/1985;1985;52 Westport Place;cathrindederich@supinfo.com;Female;Bretagne;Distanciel;M.ENG 1;2019;;3;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Sybille;Fairlamb;11/12/1977;1977;3682 4th Road;sybillefairlamb@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;false;Intelligence Artificielle;Comptant;true;0;
Mallissa;Worwood;20/01/1995;1995;6572 Bellgrove Court;mallissaworwood@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2011;2012;1;B.ENG 1;false;;false;;Comptant;true;0;
Royal;Incogna;21/12/2000;2000;03097 Esch Lane;royalincogna@supinfo.com;Male;Normandie;Caen;B.ENG 1;2019;;3;;true;B.ENG 3;false;;Comptant;true;0;
Enrique;Checo;13/07/1982;1982;2 Bultman Trail;enriquecheco@supinfo.com;Male;Occitanie;Distanciel;B.ENG 1;2002;2008;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Dulcine;Hoult;04/08/1985;1985;6658 Merry Road;dulcinehoult@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2002;2006;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Toiboid;Cohane;07/01/1990;1990;186 Welch Parkway;toiboidcohane@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2007;2011;4;M.ENG 1;false;;false;;Comptant;true;0;
Ab;Esby;13/02/1999;1999;4831 Milwaukee Place;abesby@supinfo.com;Male;Corse;Distanciel;B.ENG 1;2017;2020;3;B.ENG 3;false;;false;;Comptant;true;0;
Ahmed;Bailes;09/09/1997;1997;945 Eliot Trail;ahmedbailes@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2014;2019;5;M.ENG 2;false;;false;;Comptant;true;0;
Oneida;Houldey;08/06/1990;1990;99 Talisman Alley;oneidahouldey@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2007;2010;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Jeffry;Coatman;03/05/1989;1989;631 Maple Court;jeffrycoatman@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Jamie;Huckle;12/01/1994;1994;7818 Forest Run Lane;jamiehuckle@supinfo.com;Male;Occitanie;Distanciel;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Comptant;true;0;
Davy;Vitet;09/05/2002;2002;8193 Columbus Park;davyvitet@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;false;Data Engineering;Echelonnement;false;834;false
Brent;Lynds;04/02/1982;1982;82542 Algoma Terrace;brentlynds@supinfo.com;Female;Occitanie;Distanciel;M.ENG 1;2005;2009;4;M.ENG 2;false;;false;;Comptant;true;0;
Valaria;Riepel;27/01/1994;1994;77 Stang Park;valariariepel@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2015;;7;;true;;true;;OPCA;true;0;
William;Chasle;06/08/2001;2001;56258 Mendota Plaza;williamchasle@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 1;false;;Comptant;true;0;
Cherilynn;Nuemann;20/06/1989;1989;67645 Fremont Plaza;cherilynnnuemann@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2005;2011;6;M.ENG 2;false;;false;;Comptant;true;0;
Joscelin;Gallie;06/10/1985;1985;1 Wayridge Street;joscelingallie@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2009;2011;2;B.ENG 2;false;;false;;Comptant;true;0;
Ulla;Ginnell;13/09/1994;1994;3145 Drewry Park;ullaginnell@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2011;2014;3;B.ENG 3;false;;false;;Comptant;true;0;
Rafaelia;Powter;15/04/1998;1998;2 Shoshone Hill;rafaeliapowter@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 3;2018;;4;;true;M.ENG 2;true;Systemes Reseaux et securité;OPCA;true;0;
Ki;Saltwell;30/09/1988;1988;3 Coleman Way;kisaltwell@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2005;2008;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Marion;Dallaghan;20/11/2002;2002;88 Heffernan Crossing;mariondallaghan@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2018;2019;1;B.ENG 1;false;;false;;Comptant;true;0;
Ailina;Risebarer;23/11/2001;2001;031 Lillian Circle;ailinarisebarer@supinfo.com;Male;Normandie;Caen;B.ENG 1;2019;;3;;true;B.ENG 3;false;;Comptant;true;0;
Noelle;Gaffer;29/04/1992;1992;043 Autumn Leaf Way;noellegaffer@supinfo.com;Female;Normandie;Caen;B.ENG 1;2014;2015;1;B.ENG 1;false;;false;;Comptant;true;0;
Novelia;Antonoyev;08/10/1989;1989;919 Bowman Road;noveliaantonoyev@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2018;;4;;true;M.ENG 1;true;Systemes Reseaux et securité;OPCA;true;0;
Hodge;Rodenburgh;27/06/1989;1989;7385 Vahlen Park;hodgerodenburgh@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2005;2009;4;M.ENG 1;false;;false;;Comptant;true;0;
Vonnie;Daniellot;19/05/1985;1985;205 Fremont Trail;vonniedaniellot@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;M.ENG 1;2004;2010;6;M.ENG 2;false;;false;;Comptant;true;0;
Brock;Doubleday;13/09/1987;1987;56803 Lindbergh Alley;brockdoubleday@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2012;2013;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Branden;Jacobovitch;08/04/2002;2002;6514 Chinook Lane;brandenjacobovitch@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;false;Intelligence Artificielle;Comptant;true;0;
Alisander;Reedyhough;05/02/1978;1978;74 Westport Park;alisanderreedyhough@supinfo.com;Male;Normandie;Distanciel;B.ENG 1;2014;2015;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Hayward;North;22/06/1976;1976;180 Browning Crossing;haywardnorth@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2010;2016;6;M.ENG 2;false;;false;;Comptant;true;0;
Rowen;Hunnicot;12/07/1985;1985;4 Holmberg Plaza;rowenhunnicot@supinfo.com;Male;Pays de la Loire;Distanciel;M.ENG 1;2009;2015;6;M.ENG 2;false;;false;;Comptant;true;0;
Zitella;Wordsley;28/10/1994;1994;06268 Bayside Hill;zitellawordsley@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2010;2013;3;B.ENG 3;false;;false;;Comptant;true;0;
Zelig;Hempel;27/07/1987;1987;78885 Briar Crest Avenue;zelighempel@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 2;2019;;3;;true;M.ENG 1;false;Systemes Reseaux et securité;Comptant;true;0;
Maggee;Ussher;23/04/1990;1990;599 Cambridge Crossing;maggeeussher@supinfo.com;Female;Normandie;Distanciel;B.ENG 1;2007;2008;1;B.ENG 1;false;;false;;Comptant;true;0;
Barris;Hudghton;15/06/1993;1993;12795 Muir Parkway;barrishudghton@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2010;2014;4;M.ENG 1;false;;false;;Comptant;true;0;
Lorraine;Haysham;07/12/1987;1987;1 Eastlawn Street;lorrainehaysham@supinfo.com;Male;Normandie;Caen;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Echelonnement;false;3435;false
Abie;Zuan;08/04/1988;1988;012 Comanche Drive;abiezuan@supinfo.com;Male;Centre-Val de Loire;Distanciel;B.ENG 1;2012;2018;6;M.ENG 2;false;;false;;Comptant;true;0;
Matteo;Cornthwaite;28/06/1991;1991;361 Jana Junction;matteocornthwaite@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2008;2009;1;B.ENG 1;false;;false;;Comptant;true;0;
Pebrook;Redler;17/04/1981;1981;89772 Hazelcrest Alley;pebrookredler@supinfo.com;Female;Normandie;Distanciel;M.ENG 1;2017;;5;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Pancho;Jeffrey;10/01/2002;2002;056 Lunder Plaza;panchojeffrey@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Reynolds;Moreinis;16/12/1995;1995;6802 Pine View Pass;reynoldsmoreinis@supinfo.com;Female;Normandie;Caen;B.ENG 1;2014;2015;1;B.ENG 1;false;;false;;Comptant;true;0;
Alphonse;Bassil;11/11/1978;1978;61 Shopko Court;alphonsebassil@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 2;2014;2015;1;B.ENG 2;false;;false;;Echelonnement;true;0;
Hope;Leynton;23/04/1981;1981;55238 South Place;hopeleynton@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2011;2017;6;M.ENG 2;false;;false;;Comptant;true;0;
Delilah;Tuckwell;01/12/1989;1989;5 Sunbrook Avenue;delilahtuckwell@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2006;2012;6;M.ENG 2;false;;false;;Comptant;true;0;
Allan;Caulket;01/09/1985;1985;4 Hoepker Center;allancaulket@supinfo.com;Female;Bretagne;Distanciel;B.ENG 2;2016;2017;1;B.ENG 2;false;;false;;Comptant;true;0;
Callean;McGarvey;11/10/1985;1985;9505 Arizona Street;calleanmcgarvey@supinfo.com;Female;Centre-Val de Loire;Tours;M.ENG 1;2010;2015;5;M.ENG 2;false;;false;;Comptant;true;0;
Dave;Leopard;21/10/2000;2000;642 Miller Court;daveleopard@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2016;2020;4;M.ENG 1;false;;false;;Comptant;true;0;
Sharline;Asbrey;13/09/1987;1987;8 Mcguire Alley;sharlineasbrey@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2019;;3;;true;B.ENG 3;true;;OPCA;true;0;
Son;Ondricek;09/07/1999;1999;85682 Mockingbird Circle;sonondricek@supinfo.com;Male;Centre-Val de Loire;Tours;M.ENG 1;2015;2019;4;M.ENG 2;false;;false;;Comptant;true;0;
Tamar;Bridgstock;21/10/1976;1976;9152 East Point;tamarbridgstock@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;1999;2001;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Florrie;Bonifant;21/08/1992;1992;4 Bunting Alley;florriebonifant@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2010;2016;6;M.ENG 2;false;;false;;Comptant;true;0;
Celinda;Patterson;11/04/1994;1994;755 Chive Pass;celindapatterson@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2010;2015;5;M.ENG 2;false;;false;;Comptant;true;0;
Salomon;Dyzart;08/05/2002;2002;9 Vermont Circle;salomondyzart@supinfo.com;Male;Normandie;Caen;B.ENG 1;2018;2020;2;B.ENG 1;false;;false;;Comptant;true;0;
Loren;Degoy;16/07/1988;1988;1 Loomis Point;lorendegoy@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2005;2009;4;M.ENG 1;false;;false;;Comptant;true;0;
Charlean;Skynner;03/08/1976;1976;38283 Debra Hill;charleanskynner@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;1997;2002;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Harrie;Munning;15/07/1980;1980;69 Welch Place;harriemunning@supinfo.com;Female;Normandie;Caen;B.ENG 2;2010;2016;6;M.ENG 2;false;;false;;Comptant;true;0;
Mil;McGougan;12/05/1979;1979;514 Westport Way;milmcgougan@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;1999;2001;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Isador;Ding;17/04/1998;1998;0817 Mayer Street;isadording@supinfo.com;Male;Normandie;Distanciel;B.ENG 1;2014;2017;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Ignaz;Ivashnikov;14/12/1975;1975;18 Spaight Terrace;ignazivashnikov@supinfo.com;Male;Bretagne;Distanciel;M.ENG 1;2009;2014;5;M.ENG 2;false;;false;;Comptant;true;0;
Gonzales;McGinn;18/11/1987;1987;492 Algoma Terrace;gonzalesmcginn@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2005;2009;4;M.ENG 1;false;;false;;Comptant;true;0;
Cleveland;Wynrehame;18/11/1994;1994;3 Paget Lane;clevelandwynrehame@supinfo.com;Female;Normandie;Caen;B.ENG 3;2013;2019;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Shanda;Imort;25/05/1978;1978;197 Montana Circle;shandaimort@supinfo.com;Male;Centre-Val de Loire;Distanciel;B.ENG 3;2006;2009;3;M.ENG 2;false;;false;;Echelonnement;true;0;
Thorin;Ayree;05/07/1982;1982;849 Roth Trail;thorinayree@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2003;2004;1;B.ENG 1;false;;false;;Comptant;true;0;
Sofia;Valenta;23/11/1997;1997;57 Golden Leaf Lane;sofiavalenta@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 2;2020;;2;;true;B.ENG 3;false;;Comptant;true;0;
Tanitansy;Cleiment;10/06/1989;1989;25 Shoshone Avenue;tanitansycleiment@supinfo.com;Female;Normandie;Caen;B.ENG 1;2006;2007;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Odilia;Dawson;24/07/1976;1976;1913 Declaration Drive;odiliadawson@supinfo.com;Male;Centre-Val de Loire;Distanciel;B.ENG 1;2016;2018;2;B.ENG 2;false;;false;;Comptant;true;0;
Bealle;Barizeret;24/07/1982;1982;27 Heffernan Lane;beallebarizeret@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2009;2013;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Winston;Tyzack;22/12/1984;1984;20025 Schiller Circle;winstontyzack@supinfo.com;Male;Normandie;Caen;B.ENG 1;2014;2019;5;M.ENG 2;false;;false;;Comptant;true;0;
Waverley;Lambeth;08/06/1976;1976;81 Sutherland Way;waverleylambeth@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2005;2011;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Beale;Gaggen;25/06/1987;1987;089 Macpherson Way;bealegaggen@supinfo.com;Male;Normandie;Caen;B.ENG 1;2006;2007;1;B.ENG 1;false;;false;;Comptant;true;0;
Cyrille;Rylett;17/09/1998;1998;0182 Rockefeller Point;cyrillerylett@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2014;2017;3;B.ENG 3;false;;false;;Comptant;true;0;
Rica;Cadwaladr;21/09/1998;1998;919 Main Point;ricacadwaladr@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2015;2016;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Aurelea;Denman;18/05/1984;1984;93448 Dunning Hill;aureleadenman@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2002;2005;3;B.ENG 3;false;;false;;Comptant;true;0;
Kathrine;Gatchel;22/12/1975;1975;4930 Center Circle;kathrinegatchel@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 2;2007;2012;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Saxe;Poulter;06/07/1975;1975;00 Dennis Parkway;saxepoulter@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2014;2015;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Aindrea;Getty;30/05/1979;1979;09339 Village Alley;aindreagetty@supinfo.com;Male;Normandie;Caen;B.ENG 1;1996;1998;2;B.ENG 2;false;;false;;Comptant;true;0;
Shela;Philippon;11/12/1995;1995;62 Victoria Park;shelaphilippon@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2016;;6;;true;M.ENG 2;true;Systemes Reseaux et securité;OPCA;true;0;
Amelie;Marfield;09/08/1992;1992;0215 Barnett Avenue;ameliemarfield@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2010;2013;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Brandyn;Gomes;21/12/1983;1983;8 Lillian Crossing;brandyngomes@supinfo.com;Male;Centre-Val de Loire;Tours;M.ENG 1;2008;2014;6;M.ENG 2;false;;false;;Comptant;true;0;
Morissa;Armsby;16/05/2000;2000;3 Charing Cross Junction;morissaarmsby@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2019;;3;;true;B.ENG 3;false;;Comptant;true;0;
Roanne;Alti;14/06/1982;1982;8246 Steensland Road;roannealti@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 3;2010;2016;6;M.ENG 2;false;;false;;Comptant;true;0;
Angel;Pidduck;01/06/1977;1977;6 Kim Avenue;angelpidduck@supinfo.com;Male;Grand Est;Distanciel;M.ENG 1;2003;2009;6;M.ENG 2;false;;false;;Comptant;true;0;
Dynah;Bachman;22/11/1988;1988;3745 Johnson Crossing;dynahbachman@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2005;2007;2;B.ENG 2;false;;false;;Comptant;true;0;
Thaddeus;Meehan;20/08/1996;1996;96 Golf View Place;thaddeusmeehan@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2013;2019;6;M.ENG 2;false;;false;;Comptant;true;0;
Joly;Donnan;27/03/1979;1979;6 Memorial Road;jolydonnan@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2002;2007;5;M.ENG 2;false;;false;;Comptant;true;0;
Merna;Reuble;16/03/1990;1990;3 Springs Place;mernareuble@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2012;2018;6;M.ENG 2;false;;false;;Comptant;true;0;
Nerissa;Taylo;31/12/1995;1995;6 Eastwood Avenue;nerissataylo@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2013;2017;4;M.ENG 1;false;;false;;Comptant;true;0;
Lissi;Borchardt;05/06/1976;1976;45 Bowman Terrace;lissiborchardt@supinfo.com;Male;Normandie;Caen;B.ENG 1;1999;2001;2;B.ENG 2;false;;false;;Comptant;true;0;
Darya;Flounders;24/11/1975;1975;3 Manitowish Center;daryaflounders@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;1995;2001;6;M.ENG 2;false;;false;;Comptant;true;0;
Rene;Dowall;01/11/1998;1998;829 Utah Park;renedowall@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2016;;6;;true;M.ENG 2;true;Intelligence Artificielle;OPCA;true;0;
Elladine;M'Quharge;20/03/1995;1995;91962 Logan Junction;elladinem'quharge@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2014;2016;2;B.ENG 1;false;;false;;Comptant;true;0;
Matthieu;Crank;21/02/2000;2000;40667 Meadow Vale Avenue;matthieucrank@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2019;;3;;true;B.ENG 2;false;;Comptant;true;0;
Cass;Queree;21/10/1989;1989;06276 Mitchell Drive;cassqueree@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2007;2013;6;M.ENG 2;false;;false;;Comptant;true;0;
Josepha;Griffen;06/04/1999;1999;5092 Express Alley;josephagriffen@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2015;2019;4;M.ENG 1;false;;false;;Comptant;true;0;
Ronna;Grigorescu;27/12/1988;1988;1415 Daystar Plaza;ronnagrigorescu@supinfo.com;Female;Occitanie;Distanciel;B.ENG 1;2008;2013;5;M.ENG 2;false;;false;;Comptant;true;0;
Hermon;Dillamore;12/09/1999;1999;9031 Muir Point;hermondillamore@supinfo.com;Male;Normandie;Caen;B.ENG 1;2017;;5;;true;M.ENG 2;false;Data Engineering;Comptant;true;0;
Vale;Sherbourne;16/06/1988;1988;569 Hovde Parkway;valesherbourne@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2006;2010;4;B.ENG 3;false;;false;;Comptant;true;0;
Lavina;Brashaw;11/06/2000;2000;361 Pankratz Hill;lavinabrashaw@supinfo.com;Male;Normandie;Caen;B.ENG 1;2018;;4;;true;M.ENG 1;false;Data Engineering;Comptant;false;6203;false
Brigitta;Franseco;18/12/1979;1979;846 Sycamore Circle;brigittafranseco@supinfo.com;Male;Normandie;Caen;B.ENG 1;2016;2017;1;B.ENG 1;false;;false;;Comptant;true;0;
Liam;Duinbleton;12/12/2002;2002;09644 Mcbride Terrace;liamduinbleton@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2018;2020;2;B.ENG 2;false;;false;;Comptant;true;0;
Shalne;MacKaig;09/07/2002;2002;78 Longview Center;shalnemackaig@supinfo.com;Male;Normandie;Distanciel;B.ENG 1;2018;2020;2;B.ENG 2;false;;false;;Comptant;true;0;
Conan;Cassells;31/01/1978;1978;266 Bay Road;conancassells@supinfo.com;Female;Normandie;Distanciel;B.ENG 1;1997;1999;2;B.ENG 2;false;;false;;Comptant;true;0;
Edwina;Mildenhall;06/09/1990;1990;24 Rowland Avenue;edwinamildenhall@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2012;2016;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Sunny;Menpes;30/05/1986;1986;01 Darwin Junction;sunnymenpes@supinfo.com;Male;Normandie;Caen;B.ENG 1;2004;2007;3;B.ENG 3;false;;false;;Comptant;true;0;
Antin;Beert;18/03/1977;1977;4084 Hanson Trail;antinbeert@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2007;2012;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Neils;Henrion;18/08/1984;1984;143 Kings Street;neilshenrion@supinfo.com;Male;Normandie;Distanciel;M.ENG 1;2010;2012;2;M.ENG 2;false;;false;;Comptant;true;0;
Nolan;Tarbath;11/02/1983;1983;950 Red Cloud Road;nolantarbath@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2000;2006;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Any;Giovanni;19/11/1994;1994;9 Old Gate Center;anygiovanni@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2010;2014;4;M.ENG 1;false;;false;;Comptant;true;0;
Artie;Surplice;27/11/1996;1996;9304 Shoshone Trail;artiesurplice@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2014;2016;2;B.ENG 2;false;;false;;Comptant;true;0;
Reggy;Galer;04/05/1998;1998;73352 Dahle Court;reggygaler@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2018;2019;1;B.ENG 1;false;;false;;Comptant;true;0;
Waverly;Pawsey;19/03/1995;1995;591 Jenifer Street;waverlypawsey@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2011;2017;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Renard;Coppard;26/09/1989;1989;08 Corben Park;renardcoppard@supinfo.com;Female;Normandie;Caen;B.ENG 1;2007;2009;2;B.ENG 2;false;;false;;Comptant;true;0;
Guthrie;Atger;05/09/1991;1991;7409 Roxbury Street;guthrieatger@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;true;Systemes Reseaux et securité;OPCA;true;0;
Tiffi;Peabody;04/08/1991;1991;94165 Ruskin Avenue;tiffipeabody@supinfo.com;Male;Normandie;Caen;B.ENG 2;2009;2014;5;M.ENG 2;false;;false;;Comptant;true;0;
Sissie;Zupone;03/10/1989;1989;364 Eggendart Parkway;sissiezupone@supinfo.com;Male;Normandie;Caen;B.ENG 2;2007;2011;4;M.ENG 2;false;;false;;Comptant;true;0;
Riannon;Brinicombe;17/05/1989;1989;8011 Namekagon Parkway;riannonbrinicombe@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2007;2010;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Dierdre;Fasler;31/08/1995;1995;487 Summerview Trail;dierdrefasler@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2012;2017;5;M.ENG 2;false;;false;;Comptant;true;0;
Northrup;Tice;06/05/1998;1998;8 Division Avenue;northruptice@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;false;Systemes Reseaux et securité;Comptant;false;3937;false
Almeria;Lindhe;12/03/2000;2000;9242 Sommers Junction;almerialindhe@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Comptant;true;0;
